bhk,locality,Price,sqft,status,Possession,price_per_sqft,Age_old,bath
3,Mundhwa,2.21 Cr,1466,Under Construction,Possession by Feb 2024,"15,075 / sq ft",,3
2,Bibwewadi,1.53 Cr,888,Ready to move,,"17,230 / sq ft",0,
3,Bavdhan,1.39 Cr,1213,Under Construction,Possession by Aug 2026,"11,459 / sq ft",,
3,Bavdhan,1.39 Cr,1213,Under Construction,Possession by Aug 2026,"11,459 / sq ft",,
4,Punawale,1.17 Cr,1326,Under Construction,Possession by Apr 2025,"8,832 / sq ft",,
3,Bavdhan,1.39 Cr,1213,Under Construction,Possession by Aug 2026,"11,459 / sq ft",,
2,Lohegaon,63 L,1050,Ready to move,,"6,000 / sq ft",5,2
2,Charholi Budruk,60 L,1050,Ready to move,,"5,714 / sq ft",3,2
4,Baner,2.62 Cr,2780,Ready to move,,"9,424 / sq ft",,4
2,Kharadi,1.5 Cr,1392,Ready to move,,"10,775 / sq ft",5,
3,Kothrud,2.4 Cr,1721,Ready to move,,"13,945 / sq ft",,3
1,Hinjewadi,34.02 L,394,Ready to move,,"8,636 / sq ft",0,
1,Hinjewadi,37.82 L,438,Ready to move,,"8,636 / sq ft",0,
1,Hinjewadi,39.27 L,455,Ready to move,,"8,632 / sq ft",0,
2,Balewadi,85.53 L,999,Ready to move,,"8,562 / sq ft",1,2
2,Shewalewadi,59 L,905,Under Construction,Possession by Nov 2026,"6,519 / sq ft",,2
2,Shewalewadi,60 L,907,Under Construction,Possession by Nov 2026,"6,615 / sq ft",,2
2,Shewalewadi,63 L,907,Under Construction,Possession by Nov 2026,"6,945 / sq ft",,2
2,Mundhwa,69 L,1205,Ready to move,,"5,726 / sq ft",1,2
2,Mundhwa,63.2 L,1080,Ready to move,,"5,852 / sq ft",,2
3,Bavdhan,1.05 Cr,1522,Ready to move,,"6,898 / sq ft",3,2
2,Mundhwa,60.52 L,950,Ready to move,,"6,371 / sq ft",,2
2,Mundhwa,68 L,1206,Ready to move,,"5,638 / sq ft",1,2
2,Mundhwa,72 L,900,Ready to move,,"8,000 / sq ft",0,2
3,Kharadi,1.5 Cr,1035,Under Construction,Possession by Jun 2027,"14,563 / sq ft",,
2,Kharadi,1.09 Cr,830,Under Construction,Possession by Jun 2027,"13,245 / sq ft",,
2,Charholi Budruk,39.99 L,857,Under Construction,Possession by May 2024,"4,667 / sq ft",,
1,Charholi Budruk,24.25 L,567,Under Construction,Possession by May 2024,"4,277 / sq ft",,
3,Bibwewadi,1.48 Cr,1115,Ready to move,,"13,330 / sq ft",0,
2,Bibwewadi,1.16 Cr,857,Ready to move,,"13,598 / sq ft",0,
3,Bibwewadi,1.47 Cr,1122,Ready to move,,"13,175 / sq ft",0,
2,Bibwewadi,1.17 Cr,865,Ready to move,,"13,576 / sq ft",0,
2,Wakad,52.17 L,1110,Under Construction,,"4,700 / sq ft",,
2,Balewadi,90 L,1050,Ready to move,,"8,571 / sq ft",,2
1,Warje,64.5 L,1300,Ready to move,,"4,961 / sq ft",,1
3,Baner,1.3 Cr,1700,Under Construction,Possession by Dec 2025,"7,647 / sq ft",,3
2,Wakad,77.35 L,1074,Ready to move,,"7,202 / sq ft",,2
2,Wakad,86 L,1031,Ready to move,,"8,341 / sq ft",,
2,Baner,94 L,1043,Ready to move,,"9,012 / sq ft",,1
2,Bavdhan,78 L,973,Ready to move,,"8,016 / sq ft",1,1
2,Katraj,75 L,1280,Ready to move,,"5,859 / sq ft",2,2
3,Thergaon,96.5 L,1274,Ready to move,,"7,574 / sq ft",,3
2,New Kalyani Nagar,1.35 Cr,1250,Ready to move,,"10,800 / sq ft",3,2
1,Hinjewadi,43 L,571,Ready to move,,"7,530 / sq ft",,1
1,Baner,50 L,500,Ready to move,,"10,000 / sq ft",,1
2,Charholi Budruk,70 L,1100,Under Construction,Possession by Nov 2025,"6,363 / sq ft",,2
2,Wadgaon Sheri,65 L,680,Under Construction,Possession by Dec 2028,"9,558 / sq ft",,2
2,Dhanori,69 L,1024,Under Construction,,"6,738 / sq ft",,2
2,Tingre Nagar,97 L,1188,Under Construction,Possession by Apr 2026,"8,164 / sq ft",,2
1,Tathawade,44.44 L,650,Ready to move,,"6,837 / sq ft",,2
3,Tathawade,89.55 L,1200,Under Construction,Possession by Dec 2025,"7,463 / sq ft",,3
2,Phase 3,54 L,750,Under Construction,,"7,200 / sq ft",,2
2,Warje,84 L,980,Ready to move,,"8,571 / sq ft",,2
4,Karve Nagar,3.35 Cr,2164,Ready to move,,"15,480 / sq ft",,4
3,Sopan Baug,1.65 Cr,1950,Ready to move,,"8,461 / sq ft",2,3
2,Baner,98 L,1024,Under Construction,Possession by Nov 2024,"9,570 / sq ft",,2
4,Baner,2.25 Cr,2177,Under Construction,Possession by Dec 2028,"10,335 / sq ft",,4
2,Wanwadi,1.11 Cr,1250,Ready to move,,"8,880 / sq ft",,1
3,Baner,1.35 Cr,1387,Under Construction,Possession by Nov 2024,"9,733 / sq ft",,2
3,Baner,1.3 Cr,1682,Under Construction,Possession by Nov 2023,"7,728 / sq ft",,3
3,Balewadi,1.65 Cr,1687,Under Construction,Possession by Dec 2026,"9,780 / sq ft",,3
2,Kharadi,79 L,1350,Under Construction,Possession by Nov 2024,"5,851 / sq ft",,2
2,Wagholi,43 L,800,Under Construction,Possession by Sep 2025,"5,375 / sq ft",,2
2,Kharadi,1 Cr,1140,Under Construction,Possession by Mar 2025,"8,771 / sq ft",,2
2,Mundhwa,55 L,1050,Under Construction,Possession by Dec 2026,"5,238 / sq ft",,2
2,Mundhwa,70 L,1000,Ready to move,,"7,000 / sq ft",4,2
2,Hinjewadi,59 L,930,Ready to move,,"6,344 / sq ft",,2
3,Pashan,2.1 Cr,1900,Under Construction,Possession by Dec 2028,"11,052 / sq ft",,3
3,Pimple Nilakh,2.05 Cr,2002,Under Construction,,"10,239 / sq ft",,3
4,Baner,2.45 Cr,2577,Under Construction,,"9,507 / sq ft",,4
4,Balewadi,3.25 Cr,3255,Under Construction,,"9,984 / sq ft",,4
2,Ravet,48 L,900,Ready to move,,"5,333 / sq ft",,2
2,Wakad,57.88 L,1000,Under Construction,Possession by May 2024,"5,788 / sq ft",,2
3,Baner,1.5 Cr,1600,Ready to move,,"9,375 / sq ft",,3
2,Wakad,83 L,1040,Under Construction,Possession by Dec 2025,"7,980 / sq ft",,2
3,Kharadi,89 L,1200,Under Construction,Possession by May 2024,"7,416 / sq ft",,3
2,Karve Nagar,95 L,980,Ready to move,,"9,693 / sq ft",,2
2,Dattavadi,1.05 Cr,1050,Ready to move,,"10,000 / sq ft",7,2
2,Mundhwa,58 L,1050,Under Construction,Possession by Nov 2025,"5,523 / sq ft",,2
3,Tathawade,60 L,1075,Ready to move,,"5,581 / sq ft",,3
3,Dhayari Phata,51 L,1085,Ready to move,,"4,700 / sq ft",,3
5,Kharadi,3.5 Cr,2500,Ready to move,,"14,000 / sq ft",9,4
2,Kharadi,1.7 Cr,2500,Ready to move,,"6,800 / sq ft",,2
4,Kharadi,3.5 Cr,3400,Ready to move,,"10,294 / sq ft",,4
2,Punawale,53.52 L,1012,Under Construction,,"5,288 / sq ft",,2
3,Punawale,76.45 L,1309,Under Construction,Possession by Dec 2026,"5,840 / sq ft",,3
1,Punawale,36.27 L,637,Under Construction,Possession by Nov 2026,"5,694 / sq ft",,2
3,Kiwale,68.33 L,1323,Under Construction,Possession by Dec 2026,"5,165 / sq ft",,3
3,Wakad,53.75 L,1062,Under Construction,,"5,061 / sq ft",,2
2,Kiwale,47.48 L,994,Under Construction,Possession by Dec 2026,"4,776 / sq ft",,2
2,Wakad,52 L,919,Under Construction,,"5,658 / sq ft",,2
2,Punawale,47.06 L,940,Under Construction,Possession by Nov 2026,"5,006 / sq ft",,2
2,Tathawade,54 L,1031,Under Construction,Possession by Nov 2025,"5,237 / sq ft",,2
1,Mamurdi,31.78 L,668,Under Construction,Possession by Jun 2025,"4,757 / sq ft",,2
3,Wagholi,77 L,1320,Ready to move,,"5,833 / sq ft",,3
2,Mundhwa,60 L,900,Under Construction,Possession by Aug 2025,"6,666 / sq ft",,2
2,Hadapsar,77.36 L,800,Under Construction,Possession by Dec 2027,"9,670 / sq ft",,2
1,Moshi,28.58 L,579,Ready to move,,"4,937 / sq ft",1,1
1,Moshi,27.75 L,582,Ready to move,,"4,768 / sq ft",1,1
2,Wakad,80 L,1093,Under Construction,Possession by Dec 2026,"7,319 / sq ft",,2
2,Hinjewadi,60 L,1053,Ready to move,,"5,698 / sq ft",2,2
3,Rahatani,1.25 Cr,1566,Under Construction,,"7,982 / sq ft",,3
2,Bavdhan,82 L,1096,Under Construction,Possession by Aug 2027,"7,481 / sq ft",,2
2,Baner,87 L,1150,Under Construction,Possession by Aug 2027,"7,565 / sq ft",,2
2,Moshi,36 L,711,Ready to move,,"5,063 / sq ft",1,2
2,Moshi,36.25 L,711,Ready to move,,"5,098 / sq ft",1,2
2,Moshi,37.5 L,711,Ready to move,,"5,274 / sq ft",,2
2,Moshi,35.5 L,711,Ready to move,,"4,993 / sq ft",1,2
1,Moshi,28.35 L,562,Ready to move,,"5,044 / sq ft",1,1
3,Lohegaon,90.5 L,1460,Under Construction,Possession by Nov 2026,"6,198 / sq ft",,3
2,Kharadi,96 L,1117,Ready to move,,"8,594 / sq ft",1,2
2,Moshi,37.5 L,711,Ready to move,,"5,274 / sq ft",1,2
2,Dhanori,26 L,580,Ready to move,,"4,482 / sq ft",3,2
2,Charholi Budruk,71.22 L,1061,Under Construction,Possession by Mar 2026,"6,712 / sq ft",,2
1,Hadapsar,33 L,510,Ready to move,,"6,470 / sq ft",3,1
2,Hadapsar,1.5 Cr,1250,Ready to move,,"12,000 / sq ft",13,2
2,Hadapsar,65 L,900,Under Construction,,"7,222 / sq ft",,2
3,Mundhwa,90 L,1350,Under Construction,Possession by Nov 2025,"6,666 / sq ft",,3
2,Pimpri,40 L,912,Under Construction,Possession by Nov 2024,"4,385 / sq ft",,2
2,Tathawade,68 L,1019,Ready to move,,"6,673 / sq ft",0,1
2,Ravet,48 L,896,Under Construction,Possession by Nov 2024,"5,357 / sq ft",,2
2,Ravet,49 L,1001,Under Construction,Possession by Dec 2026,"4,895 / sq ft",,2
2,Hinjewadi,70 L,993,Under Construction,Possession by Mar 2024,"7,049 / sq ft",,2
2,Punawale,64 L,1031,Under Construction,Possession by Dec 2025,"6,207 / sq ft",,2
3,Wakad,1.06 Cr,1282,Ready to move,,"8,268 / sq ft",9,3
3,Wakad,1.14 Cr,1448,Ready to move,,"7,872 / sq ft",,3
2,Thergaon,79 L,1052,Ready to move,,"7,509 / sq ft",,2
2,Hinjewadi,62 L,993,Under Construction,Possession by Oct 2026,"6,243 / sq ft",,2
2,Bavdhan,85 L,1050,Ready to move,,"8,095 / sq ft",4,2
2,Bavdhan,95 L,1050,Ready to move,,"9,047 / sq ft",4,2
3,Wakad,1.7 Cr,3689,Ready to move,,"4,615 / sq ft",,2
2,Hadapsar,83 L,850,Ready to move,,"9,764 / sq ft",7,2
3,Viman Nagar,1.7 Cr,1560,Ready to move,,"10,897 / sq ft",,3
2,Hinjewadi,54.28 L,988,Under Construction,Possession by Mar 2028,"5,494 / sq ft",,2
3,Balewadi,1.4 Cr,1575,Under Construction,,"8,888 / sq ft",,3
2,Baner,85 L,1173,Under Construction,,"7,246 / sq ft",,2
2,Mulshi,49.25 L,956,Under Construction,Possession by Sep 2024,"5,152 / sq ft",,2
2,Hinjewadi,52.91 L,990,Under Construction,,"5,345 / sq ft",,2
4,Tathawade,1.97 Cr,2598,Under Construction,,"7,591 / sq ft",,4
5,Tathawade,1.85 Cr,2670,Under Construction,,"6,928 / sq ft",,4
1,Wagholi,32 L,723,Ready to move,,"4,426 / sq ft",8,1
2,Wagholi,58 L,1025,Under Construction,Possession by Nov 2025,"5,658 / sq ft",,2
2,Wagholi,98 L,1025,Under Construction,Possession by Apr 2027,"9,560 / sq ft",,2
2,Baner,73 L,885,Under Construction,Possession by Nov 2023,"8,249 / sq ft",,
1,Mahalunge,42.49 L,468,Under Construction,Possession by Sep 2024,"9,081 / sq ft",,
3,Mahalunge,71.89 L,815,Under Construction,Possession by Sep 2024,"8,822 / sq ft",,
2,Dhanori,56.99 L,536,Under Construction,Possession by Dec 2023,"10,654 / sq ft",,
2,Dhanori,67.99 L,618,Under Construction,Possession by Dec 2023,"11,021 / sq ft",,
2,Undri,57.27 L,770,Ready to move,,"7,447 / sq ft",2,
2,Undri,55.97 L,747,Ready to move,,"7,493 / sq ft",2,
3,Dhanori,96.99 L,846,Under Construction,Possession by Dec 2023,"11,465 / sq ft",,
1,Undri,35.12 L,465,Ready to move,,"7,570 / sq ft",2,
3,Dhanori,90.99 L,758,Under Construction,Possession by Dec 2023,"12,021 / sq ft",,
2,Undri,44.06 L,547,Ready to move,,"8,055 / sq ft",2,
2,Undri,46.58 L,580,Ready to move,,"8,046 / sq ft",2,
2,Undri,56.49 L,760,Ready to move,,"7,433 / sq ft",2,
3,Dhanori,86.6 L,999,Under Construction,Possession by Dec 2026,"8,668 / sq ft",,3
2,Dhanori,66 L,759,Under Construction,Possession by Dec 2026,"8,695 / sq ft",,
3,Dhanori,88 L,1020,Under Construction,Possession by Dec 2026,"8,627 / sq ft",,
3,Dhanori,94 L,1085,Under Construction,Possession by Dec 2026,"8,663 / sq ft",,
2,Dhanori,68 L,794,Under Construction,Possession by Dec 2026,"8,564 / sq ft",,1
2,Dhanori,63 L,734,Under Construction,Possession by Dec 2026,"8,583 / sq ft",,
2,Baner,1.11 Cr,890,Under Construction,Possession by Feb 2026,"12,507 / sq ft",,
2,Baner,1.2 Cr,1004,Under Construction,Possession by Feb 2026,"11,974 / sq ft",,
3,Wakad,1.13 Cr,1076,Under Construction,Possession by Dec 2025,"10,501 / sq ft",,
3,Wakad,99 L,939,Under Construction,Possession by Dec 2025,"10,543 / sq ft",,
2,Wakad,83 L,798,Under Construction,Possession by Dec 2025,"10,401 / sq ft",,
2,Tathawade,56.85 L,683,Under Construction,Possession by Dec 2026,"8,325 / sq ft",,
2,Tathawade,59.14 L,709,Under Construction,Possession by Dec 2026,"8,354 / sq ft",,
3,Baner,99 L,983,Under Construction,Possession by Feb 2026,"10,071 / sq ft",,
2,Baner,80 L,720,Under Construction,Possession by Feb 2026,"11,111 / sq ft",,
3,Baner,1.15 Cr,1115,Under Construction,Possession by Feb 2026,"10,313 / sq ft",,
2,Baner,83 L,774,Under Construction,Possession by Feb 2026,"10,723 / sq ft",,
2,Baner,67 L,664,Under Construction,Possession by Feb 2026,"10,090 / sq ft",,
3,Baner,1.43 Cr,1560,Under Construction,Possession by Nov 2026,"9,225 / sq ft",,3
3,Moshi,58.55 L,1175,Under Construction,,"4,982 / sq ft",,3
1,Ravet,40 L,610,Ready to move,,"6,557 / sq ft",,1
2,Kharadi,66 L,629,Under Construction,Possession by Nov 2023,"10,492 / sq ft",,
2,Kharadi,57.17 L,546,Under Construction,Possession by Nov 2023,"10,472 / sq ft",,
2,Manjari,53.5 L,693,Ready to move,,"7,720 / sq ft",2,
2,Chakan,15.53 L,522,Ready to move,,"2,975 / sq ft",,1
3,Kalyani Nagar,1.4 Cr,1750,Ready to move,,"8,000 / sq ft",18,3
2,Yerawada,1.45 Cr,1900,Ready to move,,"7,631 / sq ft",17,2
2,Chikhali,40 L,866,Under Construction,,"4,618 / sq ft",,2
3,Aundh,2.2 Cr,1541,Under Construction,Possession by Aug 2025,"14,276 / sq ft",,3
2,Punawale,76 L,1110,Under Construction,Possession by Apr 2025,"6,846 / sq ft",,2
2,Bavdhan,1.02 Cr,1117,Under Construction,Possession by Feb 2024,"9,131 / sq ft",,2
2,Warje,97 L,1062,Ready to move,,"9,133 / sq ft",,2
3,Kothrud,1.67 Cr,1429,Ready to move,,"11,686 / sq ft",,2
3,Deccan Gymkhana,2.1 Cr,1650,Ready to move,,"12,727 / sq ft",,3
2,Kothrud,1.85 Cr,1280,Ready to move,,"14,453 / sq ft",,
2,Balewadi,88 L,1172,Ready to move,,"7,508 / sq ft",,
2,Kharadi,82 L,1090,Under Construction,Possession by Nov 2024,"7,522 / sq ft",,2
2,Tathawade,82 L,1040,Under Construction,Possession by Nov 2025,"7,884 / sq ft",,2
3,Punawale,72 L,1130,Under Construction,Possession by Apr 2025,"6,371 / sq ft",,3
2,Wagholi,60 L,1080,Under Construction,,"5,555 / sq ft",,2
3,Thergaon,86 L,1250,Under Construction,Possession by Nov 2023,"6,880 / sq ft",,3
2,Kharadi,92 L,1400,Under Construction,Possession by Apr 2027,"6,571 / sq ft",,2
1,Wagholi,35 L,700,Ready to move,,"5,000 / sq ft",5,1
2,Ravet,65 L,1117,Under Construction,Possession by May 2024,"5,819 / sq ft",,1
2,Wagholi,70 L,1180,Under Construction,Possession by Feb 2027,"5,932 / sq ft",,2
2,Wagholi,41 L,741,Under Construction,Possession by Nov 2024,"5,533 / sq ft",,2
2,Wagholi,54 L,1000,Under Construction,Possession by May 2024,"5,400 / sq ft",,2
2,Wagholi,64 L,900,Under Construction,Possession by Dec 2025,"7,111 / sq ft",,2
2,Katraj,52 L,960,Ready to move,,"5,416 / sq ft",,2
2,Wagholi,39 L,766,Ready to move,,"5,091 / sq ft",0,2
1,Old Sangvi,29 L,700,Ready to move,,"4,142 / sq ft",5,1
2,Shivane,75 L,1250,Ready to move,,"6,000 / sq ft",,3
4,Baner,2.6 Cr,2300,Under Construction,Possession by Mar 2028,"11,304 / sq ft",,4
3,Baner,1.65 Cr,1650,Under Construction,Possession by Mar 2028,"10,000 / sq ft",,3
2,Tathawade,60 L,1120,Under Construction,Possession by Jun 2026,"5,357 / sq ft",,2
3,Pimpri,1.22 Cr,1520,Under Construction,Possession by May 2028,"8,026 / sq ft",,3
2,Tathawade,64 L,950,Under Construction,Possession by May 2027,"6,736 / sq ft",,2
2,Pimpri,88 L,1160,Under Construction,Possession by May 2028,"7,586 / sq ft",,2
2,Moshi,37.5 L,711,Ready to move,,"5,274 / sq ft",1,2
2,Dhanori,26 L,580,Ready to move,,"4,482 / sq ft",3,2
2,Charholi Budruk,71.22 L,1061,Under Construction,Possession by Mar 2026,"6,712 / sq ft",,2
1,Hadapsar,33 L,510,Ready to move,,"6,470 / sq ft",3,1
2,Hadapsar,1.5 Cr,1250,Ready to move,,"12,000 / sq ft",13,2
2,Hadapsar,65 L,900,Under Construction,,"7,222 / sq ft",,2
3,Mundhwa,90 L,1350,Under Construction,Possession by Nov 2025,"6,666 / sq ft",,3
2,Pimpri,40 L,912,Under Construction,Possession by Nov 2024,"4,385 / sq ft",,2
2,Tathawade,68 L,1019,Ready to move,,"6,673 / sq ft",0,1
2,Ravet,48 L,896,Under Construction,Possession by Nov 2024,"5,357 / sq ft",,2
1,Yerawada,31.99 L,470,Ready to move,,"6,823 / sq ft",0,
2,Tathawade,62.54 L,669,Ready to move,,"9,348 / sq ft",0,
2,Tathawade,68.72 L,742,Ready to move,,"9,262 / sq ft",0,
2,Tathawade,67.7 L,730,Ready to move,,"9,275 / sq ft",0,
3,Tathawade,76.12 L,845,Ready to move,,"9,008 / sq ft",0,
2,Tathawade,65.48 L,717,Ready to move,,"9,133 / sq ft",0,
3,Tathawade,76.2 L,846,Ready to move,,"9,007 / sq ft",0,
2,Tathawade,70.88 L,782,Ready to move,,"9,065 / sq ft",0,
2,Tathawade,69.23 L,748,Ready to move,,"9,256 / sq ft",0,
2,Tathawade,65.32 L,715,Ready to move,,"9,135 / sq ft",0,
2,Tathawade,69.14 L,747,Ready to move,,"9,256 / sq ft",0,
2,Dhayari,50 L,750,Ready to move,,"6,666 / sq ft",10,1
1,Warje,43 L,650,Ready to move,,"6,615 / sq ft",,1
2,Hadapsar,90 L,1100,Ready to move,,"8,181 / sq ft",3,2
2,Mundhwa,80 L,930,Ready to move,,"8,602 / sq ft",0,2
2,Lulla Nagar,65 L,950,Ready to move,,"6,842 / sq ft",,
2,Pimple Gurav,80 L,1006,Under Construction,,"7,952 / sq ft",,2
3,NIBM Annex Mohammadwadi,1.45 Cr,2200,Ready to move,,"6,590 / sq ft",8,
3,Kondhwa,46 L,1300,Ready to move,,"3,538 / sq ft",,2
3,NIBM Annex Mohammadwadi,1.4 Cr,1500,Ready to move,,"9,333 / sq ft",2,3
4,Undri,90 L,2800,Ready to move,,"3,214 / sq ft",4,4
3,Kondhwa,1.75 Cr,1750,Ready to move,,"10,000 / sq ft",,3
2,Ravet,70 L,1223,Under Construction,Possession by Mar 2028,"5,723 / sq ft",,2
3,Pashan,1.89 Cr,1157,Under Construction,Possession by Oct 2025,"16,421 / sq ft",,
3,Pashan,1.99 Cr,1189,Under Construction,Possession by Oct 2025,"16,820 / sq ft",,
2,Kharadi,69.89 L,645,Under Construction,Possession by Mar 2025,"10,854 / sq ft",,
1,Kharadi,32.99 L,241,Under Construction,Possession by Mar 2025,"13,692 / sq ft",,
3,Kharadi,1.18 Cr,1059,Under Construction,Possession by Mar 2025,"11,153 / sq ft",,
3,Moshi,65 L,1460,Under Construction,Possession by Nov 2024,"4,452 / sq ft",,3
3,NIBM Annex Mohammadwadi,1.85 Cr,2500,Ready to move,,"7,400 / sq ft",2,
1,Lohegaon,15 L,271,Ready to move,,"5,535 / sq ft",,1
3,Mundhwa,1.26 Cr,1470,Under Construction,Possession by Dec 2026,"8,571 / sq ft",,3
2,Moshi,63 L,1100,Under Construction,Possession by Dec 2027,"5,727 / sq ft",,2
2,Talegaon Dabhade,33.93 L,768,Under Construction,,"4,417 / sq ft",,2
1,Warje,45 L,600,Ready to move,,"7,500 / sq ft",,
2,Bavdhan,72 L,1265,Ready to move,,"5,691 / sq ft",,
1,Warje,55 L,660,Under Construction,,"8,333 / sq ft",,2
3,Koregaon Park,3 Cr,1789,Ready to move,,"16,769 / sq ft",,3
3,Wagholi,1.1 Cr,1600,Ready to move,,"6,875 / sq ft",2,3
2,Hadapsar,70 L,1008,Under Construction,Possession by Dec 2027,"6,944 / sq ft",,2
2,Hadapsar,53.48 L,975,Ready to move,,"5,485 / sq ft",5,2
2,Mundhwa,66.87 L,1116,Under Construction,Possession by Aug 2025,"5,992 / sq ft",,2
2,Manjari,59 L,980,Under Construction,,"6,020 / sq ft",,2
3,Sopan Baug,3.25 Cr,2055,Ready to move,,"15,815 / sq ft",9,3
3,Wakad,85.17 L,1400,Under Construction,Possession by Nov 2026,"6,084 / sq ft",,3
2,Tathawade,75 L,1050,Under Construction,,"7,142 / sq ft",,2
2,Bavdhan,94.9 L,1130,Under Construction,Possession by Aug 2026,"8,398 / sq ft",,2
3,Kothrud,1.82 Cr,1400,Ready to move,,"13,000 / sq ft",,2
2,Wagholi,55 L,850,Ready to move,,"6,470 / sq ft",,2
2,Kothrud,1.23 Cr,972,Under Construction,,"12,654 / sq ft",,2
2,Erandwane,1.53 Cr,951,Ready to move,,"16,088 / sq ft",,2
2,Kothrud,1.28 Cr,994,Ready to move,,"12,877 / sq ft",0,2
3,Baner,2 Cr,1871,Under Construction,Possession by Mar 2028,"10,689 / sq ft",,3
2,Wakad,78 L,1070,Ready to move,,"7,289 / sq ft",8,2
2,Kothrud,1.2 Cr,1100,Ready to move,,"10,909 / sq ft",,2
2,Mundhwa,64.34 L,751,Under Construction,Possession by Nov 2025,"8,567 / sq ft",,
2,Mundhwa,60.56 L,702,Under Construction,Possession by Nov 2025,"8,626 / sq ft",,
3,Mundhwa,78.92 L,938,Under Construction,Possession by Nov 2025,"8,413 / sq ft",,
2,Mundhwa,61.43 L,713,Under Construction,Possession by Nov 2025,"8,615 / sq ft",,
2,Kharadi,74.57 L,708,Under Construction,Possession by May 2028,"10,548 / sq ft",,
3,Kharadi,86.67 L,802,Under Construction,Possession by May 2028,"10,820 / sq ft",,
3,Kharadi,84.99 L,786,Under Construction,Possession by May 2028,"10,814 / sq ft",,
2,Kharadi,73.28 L,696,Under Construction,Possession by May 2028,"10,544 / sq ft",,
3,Kharadi,1.44 Cr,1240,Under Construction,Possession by Dec 2028,"11,612 / sq ft",,
3,Kharadi,1.27 Cr,1108,Under Construction,Possession by Dec 2028,"11,462 / sq ft",,
3,Kharadi,1.78 Cr,1525,Under Construction,Possession by Dec 2028,"11,672 / sq ft",,
2,Tathawade,56.06 L,573,Under Construction,Possession by May 2026,"9,801 / sq ft",,
2,Kharadi,83.9 L,725,Under Construction,Possession by Dec 2028,"11,572 / sq ft",,
2,Tathawade,55.77 L,607,Under Construction,Possession by May 2026,"9,204 / sq ft",,
4,Kharadi,1.86 Cr,1550,Under Construction,Possession by Dec 2028,"12,000 / sq ft",,
2,Tathawade,54.82 L,597,Under Construction,Possession by May 2026,"9,199 / sq ft",,
3,Kharadi,1.65 Cr,1440,Under Construction,Possession by Dec 2028,"11,458 / sq ft",,
2,Kharadi,92.9 L,816,Under Construction,Possession by Dec 2028,"11,384 / sq ft",,
2,Punawale,52 L,672,Under Construction,Possession by Aug 2023,"7,738 / sq ft",,
2,Hinjewadi,57.05 L,612,Under Construction,Possession by Mar 2028,"9,322 / sq ft",,
2,Punawale,57.2 L,677,Under Construction,Possession by Aug 2023,"8,449 / sq ft",,
2,Hinjewadi,54.99 L,590,Under Construction,Possession by Mar 2028,"9,322 / sq ft",,
1,Punawale,41.3 L,463,Under Construction,Possession by Aug 2023,"8,920 / sq ft",,
2,Punawale,51 L,650,Under Construction,Possession by Aug 2023,"7,846 / sq ft",,
3,Baner,1.5 Cr,1213,Under Construction,Possession by Nov 2026,"12,366 / sq ft",,
3,Bibwewadi,1.47 Cr,1122,Ready to move,,"13,175 / sq ft",0,
2,Bibwewadi,1.17 Cr,865,Ready to move,,"13,576 / sq ft",0,
2,Wakad,52.17 L,1110,Under Construction,,"4,700 / sq ft",,
2,Kothrud,1.4 Cr,1100,Under Construction,Possession by Dec 2024,"12,727 / sq ft",,2
2,Balewadi,90 L,1050,Ready to move,,"8,571 / sq ft",,2
1,Warje,64.5 L,1300,Ready to move,,"4,961 / sq ft",,1
3,Baner,1.3 Cr,1700,Under Construction,Possession by Dec 2025,"7,647 / sq ft",,3
2,Wakad,77.35 L,1074,Ready to move,,"7,202 / sq ft",,2
2,Wakad,86 L,1031,Ready to move,,"8,341 / sq ft",,
2,Baner,94 L,1043,Ready to move,,"9,012 / sq ft",,1
2,Bavdhan,78 L,973,Ready to move,,"8,016 / sq ft",1,1
2,Katraj,75 L,1280,Ready to move,,"5,859 / sq ft",2,2
3,Thergaon,96.5 L,1274,Ready to move,,"7,574 / sq ft",,3
2,New Kalyani Nagar,1.35 Cr,1250,Ready to move,,"10,800 / sq ft",3,2
1,Hinjewadi,43 L,571,Ready to move,,"7,530 / sq ft",,1
1,Hinjewadi,55 L,600,Ready to move,,"9,166 / sq ft",,1
1,Hinjewadi,43 L,571,Ready to move,,"7,530 / sq ft",,1
3,Hinjewadi,1.48 Cr,1730,Ready to move,,"8,554 / sq ft",,3
2,Hinjewadi,75 L,1000,Ready to move,,"7,500 / sq ft",0,2
2,Baner,90 L,1160,Under Construction,Possession by Jun 2028,"7,758 / sq ft",,2
2,Wagholi,65.99 L,613,Under Construction,Possession by Jun 2027,"10,766 / sq ft",,
2,Mundhwa,1.61 Cr,1087,Under Construction,Possession by Feb 2024,"14,811 / sq ft",,1
2,Mundhwa,1.35 Cr,905,Under Construction,Possession by Feb 2024,"14,917 / sq ft",,2
3,Wagholi,81.99 L,639,Under Construction,Possession by Jun 2027,"12,832 / sq ft",,
3,Mundhwa,2.89 Cr,1912,Under Construction,Possession by Feb 2024,"15,115 / sq ft",,
2,Mundhwa,1.47 Cr,978,Under Construction,Possession by Feb 2024,"15,030 / sq ft",,
3,Mundhwa,1.83 Cr,1261,Under Construction,Possession by Feb 2024,"14,512 / sq ft",,3
2,Mundhwa,1.57 Cr,1058,Under Construction,Possession by Feb 2024,"14,839 / sq ft",,
